gene_symbol	ATC1	ATC2	ATC3	PTC1	PTC2	PTC3
TNFSF10	262	1375	17678	153	1007	1063
TNFSF11	0	1	0	0	3	189
TNFSF12-TNFSF13	0	21	0	0	0	0
TNFSF12	3	350	95	351	459	841
TNFSF13B	49	321	99	31	150	70
TNFSF13	14	111	19	444	274	760
TNFSF14	0	0	9	1	16	0
TNFSF15	72	1	25	72	367	279
TNFSF18	28	0	4	6	45	1
TNFSF4	196	33	178	52	4176	121
TNFSF8	5	4	1	0	2	0
TNFSF9	411	545	848	1114	2932	409
TNF	2	26	65	2	909	1
TNIK	655	488	284	2767	1099	299
TNIP1	13673	9345	15369	8497	8617	5468
TNIP2	895	1365	1330	972	892	881
TNIP3	542	20	20	11	5	10
TNK1	13	81	87	267	281	150
TNK2	1036	1257	2090	1084	760	1224
TNKS1BP1	3879	4483	6428	6649	8119	6775
TNKS2	4360	3427	3718	3826	3803	3634
TNKS	3211	1633	3265	3329	1882	3403
TNMD	0	0	0	0	6	0
TNNC1	3	4	1	1021	25	84
TNNC2	2	5	3	8	2	10
TNNI1	1	0	0	7	0	0
TNNI2	0	0	0	0	0	0
TNNI3K	9	105	75	16	29	36
TNNI3	45	6	0	9	42	2
TNNT1	138	1295	221	544	1342	246
TNNT2	0	0	0	127	1	0
TNNT3	0	0	0	0	0	0
TNN	0	0	0	1	9	2
TNP1	0	0	0	0	0	0
TNP2	0	0	0	0	0	0
TNPO1	14037	9598	12121	9940	7290	6392
TNPO2	4717	4149	2439	4979	4580	4654
TNPO3	3031	3078	2598	3049	2369	2671
TNRC18	4996	4894	3964	9413	4237	5920
TNRC6A	3359	2467	3018	3346	2226	2245
TNRC6B	978	764	1592	673	1351	1406
TNRC6C	938	377	188	456	227	324
TNR	0	0	0	0	19	8
TNS1	3580	1132	1788	2529	3750	2554
TNS3	14741	3677	5828	22830	6816	6964
TNS4	1	23	6	7921	1300	634
TNXB	45	20	54	722	135	99
TOB1	2604	661	669	1934	1861	2050
TOB2	2621	1691	1983	1576	3562	3134
TOE1	870	708	707	446	305	293
TOLLIP	1214	1611	1765	1836	1557	1725
TOM1L1	1261	1761	809	1169	1325	946
TOM1L2	2621	12445	1517	3155	2484	3115
TOM1	988	747	1274	615	1235	1106
TOMM20L	1	0	0	0	0	0
TOMM20	15176	5913	7209	8048	12352	9157
TOMM22	2336	2591	1959	954	1852	1659
TOMM34	6160	3675	1620	2331	1045	1687
TOMM40L	858	649	663	582	827	432
TOMM40	5603	4047	2051	1800	1740	1489
TOMM5	5036	3744	2254	1668	1639	757
TOMM6	2531	1357	1784	1780	1788	1524
TOMM70A	9261	5785	3942	3845	3972	4419
TOMM7	4419	2898	4683	4196	3061	3699
TOP1MT	953	641	699	708	559	290
TOP1P1	133	84	91	100	53	70
TOP1P2	0	0	0	0	0	1
TOP1	9270	7588	5952	7449	4557	5941
TOP2A	13401	14363	5690	12639	12502	24422
TOP2B	4139	6634	6082	6676	5539	6970
TOP3A	976	2604	684	1005	893	851
TOP3B	869	616	611	258	510	426
TOPBP1	5116	4576	2291	1953	1485	2370
TOPORS	1552	1862	990	1391	1024	574
TOR1AIP1	5396	2115	2798	2911	4137	3162
TOR1AIP2	4333	2042	2682	2944	4085	2063
TOR1A	2277	2246	1866	1965	1469	1744
TOR1B	1555	1898	965	1632	1037	1013
TOR2A	365	422	128	329	287	266
TOR3A	2289	1148	1164	918	1932	820
TOX2	2652	4118	3683	228	288	2157
TOX3	0	0	0	0	0	0
TOX4	4260	3979	2724	1799	2380	2466
TOX	6	510	60	93	288	11
TP53AIP1	6	6	4	0	10	1
TP53BP1	2503	3997	4402	4887	5413	3308
TP53BP2	2705	1687	2080	3208	2291	1505
TP53I11	133	3	456	2626	598	2534
TP53I13	329	1116	544	835	1056	1283
TP53I3	564	1127	1347	338	1405	1005
TP53INP1	656	505	1182	3312	1535	2270
TP53INP2	1333	2991	773	3419	1071	1386
TP53RK	1363	904	811	1131	527	547
TP53TG1	144	76	373	391	248	256
TP53TG3B	10	0	0	32	19	0
TP53TG5	0	2	0	0	0	0
TP53	4433	5725	2573	4291	3127	2433
TP63	16	4	12	3	1477	1043
TP73	8	96	4	247	35	25
TPBG	1648	3800	3363	2587	1977	1820
TPCN1	2084	1125	2803	3938	12893	7612
TPCN2	255	629	520	490	372	483
TPD52L1	267	220	1195	811	942	480
TPD52L2	8344	7776	6424	13334	4884	6067
TPD52L3	0	0	0	0	0	0
TPD52	2487	2012	28	848	820	1213
TPH1	4	3	5	2	1	3
TPH2	1	0	0	0	0	0
TPI1P2	48	64	31	88	12	10
TPI1P3	10	7	6	4	3	5
TPI1	26538	68371	22042	28910	28397	27657
TPK1	153	53	174	334	131	41
TPM1	13907	33300	5450	16856	24979	11919
TPM2	14678	15966	1112	1455	1533	807
TPM3	28748	17154	16855	10074	18021	15626
TPM4	30364	62215	54095	19464	22979	19952
TPMT	854	1548	1336	845	1235	1029
TPO	0	0	0	0	101	1
TPP1	3673	6208	9722	8390	7520	6413
TPP2	2090	1749	2803	2083	1508	3574
TPPP2	0	0	0	0	0	0
TPPP3	19	22	0	35	2	54
TPPP	62	142	9	63	33	46
TPRA1	2021	1182	1245	1429	1404	1280
TPRG1L	1759	1888	1963	1811	1686	1551
TPRG1	7	5	8	3	205	26
TPRKB	767	619	476	452	335	435
TPRN	596	856	391	579	351	454
TPRX1	0	0	0	0	0	0
TPRXL	0	0	10	1	1	0
TPR	8956	8564	5632	8640	9210	7569
TPSAB1	0	0	0	0	0	0
TPSB2	0	0	0	0	0	0
TPSD1	0	0	0	0	0	0
TPSG1	0	0	1	0	2	2
TPST1	990	1179	2420	1127	705	792
TPST2	447	937	1180	602	386	746
TPT1	41446	48108	118071	97254	99906	78729
TPTE2P1	7	0	18	21	21	21
TPTE2P3	0	0	0	1	9	0
TPTE2	0	3	1	1	0	1
TPTE	0	3	0	0	1	0
TPX2	13095	5407	2916	8043	3605	6747
TRA2A	1516	2294	1838	1943	1343	1358
TRA2B	6547	7150	5874	4487	3616	3884
TRABD	987	1054	1116	569	1505	1382
TRADD	663	829	815	758	408	744
TRAF1	524	950	457	325	116	261
TRAF2	327	1071	661	790	751	625
TRAF3IP1	807	904	792	985	711	722
TRAF3IP2	1477	416	418	830	565	807
TRAF3IP3	12	22	6	8	8	5
TRAF3	3350	2619	3109	2237	2587	1292
TRAF4	499	1908	1060	1966	2176	1300
TRAF5	152	289	429	322	408	449
TRAF6	682	754	591	792	701	776
TRAF7	4366	4762	4507	5032	3865	3771
TRAFD1	1534	675	1537	2311	1204	808
TRAIP	449	451	244	266	209	301
TRAK1	1679	2722	2081	2819	3629	3618
TRAK2	2968	3587	3041	2791	3190	2947
TRAM1L1	41	289	252	283	188	192
TRAM1	7323	12557	10012	37417	13660	13631
TRAM2	4173	9148	6721	8193	4946	4215
TRANK1	367	866	2171	899	1181	999
TRAP1	4126	4441	2438	2561	2764	2452
TRAPPC10	1917	3287	2380	2391	1685	1802
TRAPPC1	1859	4243	2860	3007	3756	3041
TRAPPC2L	567	940	348	520	312	465
TRAPPC2P1	438	387	207	267	199	165
TRAPPC2	666	399	171	356	268	357
TRAPPC3	2091	2807	2114	1678	2004	1867
TRAPPC4	986	2904	2210	1497	1322	1147
TRAPPC5	684	1964	909	997	1160	1058
TRAPPC6A	450	212	108	508	294	192
TRAPPC6B	1830	1425	1901	932	920	1081
TRAPPC9	520	1245	625	932	1080	1205
TRAT1	0	1	0	0	0	0
TRDMT1	473	292	374	350	260	316
TRDN	0	0	0	0	2	0
TREH	0	0	0	2	0	2
TREM1	1	1	3	8	16	90
TREM2	0	0	0	1	2	0
TREML1	0	0	0	1	4	0
TREML2P1	0	0	0	0	0	0
TREML2	3	0	0	4	0	1
TREML3	0	0	46	2	0	1
TREML4	0	0	4	0	0	0
TRERF1	1085	777	1004	628	661	1030
TREX1	328	376	355	348	364	112
TREX2	6	16	1	24	8	16
TRHDE	771	3146	2746	11	43	28
TRHR	0	2	0	0	0	0
TRH	0	0	0	0	0	0
TRIAP1	1467	706	1525	1336	1529	943
TRIB1	2718	878	1459	399	494	1277
TRIB2	1160	1501	8369	2016	2352	7497
TRIB3	1776	2112	827	1108	149	325
TRIL	4	0	1	4	57	23
TRIM10	0	0	0	0	0	0
TRIM11	1376	841	756	749	822	715
TRIM13	732	368	1095	842	920	877
TRIM14	2641	9755	967	1348	1275	1146
TRIM15	0	0	0	0	0	0
TRIM16L	200	1076	16622	1566	3091	275
TRIM16	437	1711	10350	2519	3330	691
TRIM17	4	2	3	36	24	21
TRIM21	720	1762	1153	559	577	665
TRIM22	465	4038	7135	3686	3830	3555
TRIM23	1083	939	659	1385	718	835
TRIM24	757	1211	828	1098	962	791
TRIM25	6498	10245	3515	3371	2312	2580
TRIM26	2388	1706	1345	1529	953	1313
TRIM27	3826	1850	2333	2452	2908	2137
TRIM28	17223	18669	10275	11708	11248	10497
TRIM29	0	0	0	11	69	3
TRIM2	941	1551	1082	2421	2068	1023
TRIM31	0	0	0	1	1	12
TRIM32	656	1439	1400	1218	1250	1154
TRIM33	2286	3019	1955	2274	1676	1886
TRIM34	98	749	515	240	182	378
TRIM35	1014	955	1377	716	482	700
TRIM36	627	435	210	106	118	16
TRIM37	2224	3280	1519	2042	1850	1625
TRIM38	2882	844	1693	929	913	951
TRIM39	667	491	415	650	427	541
TRIM3	228	607	472	297	434	471
TRIM40	0	0	0	0	0	0
TRIM41	1899	1580	1125	3052	1252	1556
TRIM42	0	0	0	0	0	0
TRIM43	9	0	0	0	7	0
TRIM44	4481	9272	7659	9371	5433	5319
TRIM45	223	584	298	301	311	332
TRIM46	182	174	198	100	217	497
TRIM47	399	187	433	1863	1632	724
TRIM48	0	0	0	0	3	0
TRIM49L	0	0	0	0	5	0
TRIM49	2	2	1	0	40	0
TRIM4	902	1684	939	1895	914	770
TRIM50	0	2	4	6	6	0
TRIM52	376	381	191	462	154	185
TRIM53	0	2	0	0	7	0
TRIM54	1	1	4	0	13	9
TRIM55	17	177	154	401	617	1484
TRIM56	813	1645	876	2627	1127	1300
TRIM58	524	40	1540	4735	1489	648
TRIM59	878	870	432	698	277	1691
TRIM5	1383	2308	1549	1773	894	1177
TRIM6-TRIM34	0	0	0	0	0	0
TRIM60	0	0	0	0	0	0
TRIM61	2	324	1	105	0	135
TRIM62	702	752	824	550	538	294
TRIM63	16	0	0	0	2	5
TRIM64	0	0	0	0	0	0
TRIM65	1525	955	657	1328	1074	958
TRIM66	368	335	885	662	129	568
TRIM67	2	0	0	53	161	2
TRIM68	560	772	584	633	468	561
TRIM69	10	26	14	12	22	22
TRIM6	354	417	102	277	148	1199
TRIM71	0	1	0	0	0	0
TRIM72	0	1	0	0	1	0
TRIM74	5	20	20	14	5	12
TRIM77	0	0	0	0	0	0
TRIM78P	5	11	3	29	9	6
TRIM7	143	701	96	116	156	437
TRIM8	6547	4239	5057	4168	4961	4430
TRIM9	614	9	17	66	49	4
TRIML1	0	1	0	0	0	0
TRIML2	4	38	0	0	16	0
TRIOBP	1371	4611	10616	2164	5698	7094
TRIO	7053	11102	7946	8599	8151	6615
TRIP10	2547	2437	2440	2488	3756	2502
TRIP11	3594	2817	2749	2734	2147	2040
TRIP12	10416	11409	10126	9681	8368	7862
TRIP13	3177	2658	830	1158	1237	1986
TRIP4	722	851	669	516	640	721
TRIP6	2882	2965	4106	7131	4925	3483
TRIT1	1158	1072	449	516	443	268
TRMT112	3326	5890	4560	4079	4314	3940
TRMT11	620	528	368	510	558	481
TRMT12	491	629	538	400	324	260
TRMT1	6508	2181	1247	1244	723	818
TRMT2A	870	1044	872	512	1244	990
TRMT2B	2633	1341	573	550	357	478
TRMT5	1230	1560	1087	1285	1048	1051
TRMT61A	1382	2098	946	1107	546	568
TRMT61B	524	669	837	600	406	260
TRMT6	2183	1844	1304	1430	429	354
TRMU	330	542	424	230	356	365
TRNAU1AP	204	466	428	408	479	548
TRNP1	94	638	217	590	174	307
TRNT1	593	676	1112	739	630	561
TROAP	1617	420	318	842	528	770
TROVE2	1422	1087	892	642	998	624
TRO	1096	1649	52	1362	722	940
TRPA1	6	218	289	1	78	27
TRPC1	671	777	529	916	598	705
TRPC2	0	0	0	0	1	0
TRPC3	1	103	41	101	7	50
TRPC4AP	4262	4921	3427	7782	4128	3922
TRPC4	0	39	1	43	2	21
TRPC5	0	9	0	0	0	9
TRPC6	0	367	3	0	22	1
TRPC7	0	0	0	0	0	0
TRPM1	0	1	0	0	2	0
TRPM2	5	569	5	104	22	1
TRPM3	95	52	32	1	6	12
TRPM4	1002	1201	1532	675	1336	1543
TRPM5	0	0	0	0	0	0
TRPM6	3	0	13	4	18	1
TRPM7	1996	2949	2436	3341	2116	2881
TRPM8	0	11	240	7	91	7
TRPS1	460	1018	1796	566	634	978
TRPT1	298	1213	815	595	785	676
TRPV1	162	388	247	104	106	185
TRPV2	91	47	6	13	224	35
TRPV3	51	62	7	8	23	141
TRPV4	304	234	144	208	120	66
TRPV5	0	0	0	0	0	0
TRPV6	0	4	0	1	3	0
TRRAP	3647	3734	3216	6736	4359	4454
TRUB1	1737	1073	917	1182	1204	779
TRUB2	1520	1840	633	1002	917	817
TRY6	0	0	0	0	0	0
TRYX3	0	0	0	0	0	0
TSC1	844	1927	1218	1772	1600	1789
TSC22D1	4001	10726	20729	6351	10200	16862
TSC22D2	2384	2374	1487	1980	1329	1260
TSC22D3	853	311	657	573	633	1034
TSC22D4	3132	1276	1261	2226	1341	1776
TSC2	2579	2678	2761	3041	3284	3344
TSEN15	3714	2401	2096	1095	1460	985
TSEN2	306	416	328	350	181	176
TSEN34	2525	3593	1403	1943	1728	1920
TSEN54	503	716	236	502	331	341
TSFM	675	644	860	1231	821	694
TSG101	1771	3106	2090	1834	1823	1997
TSG1	0	1	0	0	0	0
TSGA10IP	221	2	3	0	1	5
TSGA10	27	28	164	149	55	28
TSGA13	0	0	1	1	0	0
TSGA14	1012	1409	891	1166	641	832
TSHB	0	0	0	0	0	0
TSHR	0	0	0	1261	20	20
TSHZ1	334	692	1059	601	651	867
TSHZ2	5	0	0	65	219	72
TSHZ3	356	223	2665	813	556	1046
TSIX	14	0	0	0	0	0
TSKS	0	0	0	0	0	0
TSKU	422	1426	4593	2067	1626	1876
TSLP	28	1304	306	13	134	89
TSNARE1	122	49	282	393	300	450
TSNAX-DISC1	12	6	2	0	25	23
TSNAXIP1	48	34	43	129	20	41
TSNAX	2581	1860	2294	1590	2483	1156
TSN	5881	2550	4170	4047	3747	3326
TSPAN10	154	119	100	152	93	27
TSPAN11	2	8	3	261	137	613
TSPAN12	294	138	325	2534	1486	199
TSPAN13	2816	6659	7686	2567	3002	4018
TSPAN14	5051	5996	1848	1554	2983	2249
TSPAN15	582	329	86	217	2582	2215
TSPAN16	0	0	0	0	0	0
TSPAN17	2308	3010	2292	1921	1320	1369
TSPAN18	62	17	3	1082	351	50
TSPAN19	0	9	9	10	6	0
TSPAN1	1775	124	44	1697	2280	1728
TSPAN2	12	92	64	3675	196	93
TSPAN31	194	688	767	2000	1276	881
TSPAN32	0	0	0	7	8	5
TSPAN33	601	55	1	253	180	72
TSPAN3	6125	8500	4542	8715	9638	6876
TSPAN4	1361	2475	3765	5974	4631	5439
TSPAN5	2317	8755	2887	1470	1450	3299
TSPAN6	1099	1657	1310	1545	1658	1742
TSPAN7	184	51	3784	18	168	3
TSPAN8	0	0	1	75	227	15
TSPAN9	859	5605	2133	4486	1602	2284
TSPO2	0	1	0	1	0	2
TSPO	3311	3914	3396	1483	4385	5104
TSPY1	0	0	0	0	0	0
TSPY2	0	0	0	0	0	0
TSPY3	0	0	0	0	0	0
TSPY4	0	0	0	0	0	0
TSPYL1	3748	1759	2972	4758	3842	3995
TSPYL2	3804	1006	408	617	397	347
TSPYL3	7	5	4	52	1	45
TSPYL4	1206	1583	823	2535	806	1528
TSPYL5	1788	0	1	2890	418	156
TSPYL6	1	0	0	0	0	0
TSR1	3906	5354	3079	3951	2834	2469
TSR2	1099	1564	1052	1426	859	835
TSSC1	1508	956	1055	694	808	687
TSSC4	1024	1208	1340	1157	904	755
TSSK1B	10	6	3	0	2	3
TSSK2	0	0	0	0	0	0
TSSK3	29	52	46	71	66	37
TSSK4	9	10	15	12	8	16
TSSK6	43	28	19	124	34	45
TSTA3	1641	1667	2319	1445	1859	1710
TSTD1	858	125	402	304	4	795
TSTD2	870	1288	690	1176	668	748
TST	720	801	330	300	223	436
TTBK1	3	1	0	0	0	6
TTBK2	306	513	402	1054	634	687
TTC12	101	644	513	689	316	412
TTC13	1388	745	357	406	676	539
TTC14	1847	2649	2458	1924	1403	944
TTC15	901	1414	1515	1148	1156	1047
TTC16	1	0	0	1	0	4
TTC17	2755	6197	5540	3466	2522	2107
TTC18	93	81	70	178	63	34
TTC19	601	2747	1307	1918	1915	1532
TTC1	3880	3351	2393	2587	1497	1250
TTC21A	43	74	71	122	76	116
TTC21B	1243	532	565	808	624	929
TTC22	1	4	0	12	15	29
TTC23L	2	3	0	6	1	1
TTC23	318	777	734	865	691	572
TTC24	2	0	0	0	0	0
TTC25	1	27	34	90	33	61
TTC26	615	544	512	916	435	454
TTC27	1183	745	961	920	840	656
TTC28	1476	1612	1516	934	1812	2557
TTC29	1	75	39	2	7	2
TTC30A	364	414	557	1025	433	374
TTC30B	287	87	201	451	194	192
TTC31	1076	703	1061	1320	1218	1156
TTC32	111	104	61	66	75	41
TTC33	457	673	497	897	739	767
TTC35	977	1534	1411	1083	1002	989
TTC36	2	12	1	8	2	6
TTC37	5646	6930	4394	7263	5317	4684
TTC38	744	1038	809	384	912	741
TTC39A	6	6	3	50	253	108
TTC39B	360	763	134	150	187	254
TTC39C	399	669	661	671	957	741
TTC3	5310	8788	7708	15558	16790	14583
TTC4	1964	2045	1515	1015	839	793
TTC5	686	487	529	664	458	456
TTC7A	1292	821	1091	1842	814	1489
TTC7B	1141	1209	612	676	738	1055
TTC8	1196	1090	1431	1102	867	875
TTC9B	2	2	0	0	2	1
TTC9C	677	778	784	538	564	654
TTC9	7	20	9	433	107	212
TTF1	1357	975	449	748	521	661
TTF2	1927	1905	978	1090	711	934
TTK	3115	888	677	821	1009	1544
TTLL10	0	0	0	0	0	0
TTLL11	141	499	126	185	92	153
TTLL12	2196	3298	1768	834	1235	1239
TTLL13	0	13	2	0	4	1
TTLL1	241	336	358	138	368	284
TTLL2	0	0	0	0	0	0
TTLL3	109	321	475	910	913	752
TTLL4	3025	624	685	498	513	502
TTLL5	1229	1663	1062	1462	1172	1442
TTLL6	10	18	2	8	13	0
TTLL7	279	1135	1938	462	340	417
TTLL8	0	0	0	0	0	0
TTLL9	4	0	3	15	0	2
TTL	2675	2378	3087	2422	1551	3050
TTN	265	265	184	333	60	356
TTPAL	2558	3127	1680	3119	1297	922
TTPA	21	13	0	6	19	15
TTR	0	0	0	0	0	0
TTTY10	0	0	0	0	1	0
TTTY11	0	0	0	0	0	0
TTTY12	0	0	0	0	0	0
TTTY13	0	0	0	0	0	0
TTTY14	0	0	0	0	1	19
TTTY15	1	0	1	2	579	458
TTTY16	0	0	0	0	0	0
TTTY17A	0	0	0	0	0	0
TTTY17B	0	0	0	0	0	0
TTTY18	0	0	0	0	0	0
TTTY19	0	0	0	0	0	0
TTTY1B	0	0	0	0	0	0
TTTY20	0	0	0	0	0	0
TTTY21	0	0	0	0	0	0
TTTY22	0	0	0	0	0	0
TTTY23	0	0	0	0	0	0
TTTY2	0	0	0	0	0	0
TTTY3B	0	0	0	0	0	0
TTTY4C	0	0	0	0	0	0
TTTY5	0	0	0	0	0	0
TTTY6B	0	0	0	0	0	0
TTTY6	0	0	0	0	0	0
TTTY7	0	0	0	0	0	0
TTTY8	0	0	0	0	0	0
TTTY9B	0	0	0	0	0	0
TTYH1	2	0	0	0	0	3
TTYH2	188	83	62	170	434	403
TTYH3	5223	9307	12161	12822	10503	6234
TUBA1A	5531	9851	10193	13632	8573	16757
TUBA1B	75869	40406	70462	53471	53709	75699
TUBA1C	43212	22138	22123	20726	21847	24963
TUBA3C	0	8	0	1	0	0
TUBA3D	0	0	2	4	0	2
TUBA3E	0	0	2	2	0	1
TUBA4A	336	1063	6818	1959	2600	3022
TUBA4B	0	0	3	4	5	0
TUBA8	11	54	30	11	16	24
TUBAL3	0	3	6	0	2	0
TUBB1	11	11	13	21	18	15
TUBB2A	3443	3361	1899	1038	1613	1363
TUBB2B	1057	255	87	116	108	79
TUBB2C	16067	21109	10139	12175	13057	18175
TUBB3	11156	9458	2775	2663	1091	5239
TUBB4Q	0	1	1	1	0	0
TUBB4	982	1423	3	139	509	1
TUBB6	17336	16880	5411	4000	4756	6334
TUBB8	1	3	0	2	5	0
TUBBP5	0	4	1	0	56	1
TUBB	70117	62107	47155	52906	64910	94381
TUBD1	295	160	93	301	151	114
TUBE1	1088	211	229	266	292	212
TUBG1	1371	7240	1857	1942	2559	2885
TUBG2	336	1217	327	876	843	741
TUBGCP2	2665	3204	3245	2744	2357	3344
TUBGCP3	1442	733	1041	1128	1239	1386
TUBGCP4	530	1870	510	1137	1084	842
TUBGCP5	1068	1630	678	810	618	709
TUBGCP6	973	1402	1497	1163	1666	1907
TUB	750	310	2	1830	895	992
TUFM	7529	8062	5325	6073	7153	5402
TUFT1	3357	1468	836	3029	583	594
TUG1	6288	9503	8996	7322	7419	7150
TULP1	0	1	1	0	1	1
TULP2	1	0	0	0	0	0
TULP3	1370	3619	1323	2081	1241	1878
TULP4	1096	813	1172	1497	1178	1406
TUSC1	582	753	437	802	748	188
TUSC2	909	1624	1087	969	990	703
TUSC3	2156	2620	4962	4341	4765	3096
TUSC5	0	0	0	0	0	0
TUT1	398	1509	678	995	743	728
TWF1	7878	5066	9377	6355	6379	7134
TWF2	2550	4131	3121	1590	2332	1779
TWIST1	416	579	240	781	1	0
TWIST2	395	621	661	23	108	356
TWISTNB	1773	1747	1527	1368	934	907
TWSG1	3055	2498	3343	4442	3217	3441
TXK	566	218	77	19	13	37
TXLNA	4805	8047	1972	3970	3684	3792
TXLNB	9	5	36	24	33	11
TXLNG	2702	1535	404	950	632	632
TXN2	1610	2132	2200	1072	2515	2076
TXNDC11	2870	1143	1455	1147	1469	1222
TXNDC12	4609	3321	2470	2816	2130	2202
TXNDC15	2717	3666	2927	3204	2237	2643
TXNDC16	362	466	167	535	264	305
TXNDC17	1164	3198	1085	1106	1089	845
TXNDC2	2	8	2	3	0	4
TXNDC3	0	0	0	0	8	0
TXNDC5	24620	6444	10598	10817	13444	13943
TXNDC6	0	3	1	5	4	6
TXNDC8	0	0	0	0	0	0
TXNDC9	2210	741	1871	1225	1149	918
TXNIP	6102	1666	5798	28868	13226	11918
TXNL1	2384	2772	3245	2430	2195	2394
TXNL4A	1889	1916	1514	1755	1803	1277
TXNL4B	631	950	355	477	148	327
TXNRD1	69912	9122	108372	14823	5050	5193
TXNRD2	644	809	399	371	578	426
TXNRD3IT1	46	50	6	67	30	21
TXN	7159	8948	18250	2943	4330	3536
TYK2	4175	4625	3083	2306	2806	2312
TYMP	462	133	77	69	293	104
TYMS	3422	6238	3418	3661	4741	6267
TYRO3	155	1652	843	423	372	718
TYROBP	0	0	0	1	0	0
TYRP1	2	3	0	5	3	0
TYR	0	0	0	0	0	0
TYSND1	334	1397	377	800	640	640
TYW1B	241	334	63	52	38	19
TYW1	946	1082	776	1448	824	702
TYW3	2504	2211	1737	1053	1087	1054
T	0	0	0	0	0	0
U2AF1L4	452	95	212	191	189	153
U2AF1	2685	3850	3017	2000	1708	1978
U2AF2	13528	9842	5425	6442	5797	5579
UACA	2013	2872	1632	5643	14353	13864
UAP1L1	185	1045	415	942	1068	971
UAP1	20214	8287	3517	2064	2812	2656
UBA1	29231	15034	7056	12584	13302	11408
UBA2	7486	6464	4154	3668	3766	3995
UBA3	1522	2464	1367	1879	2318	1755
UBA52	19332	16332	14195	13143	14788	11086
UBA5	3364	1594	1717	1036	844	959
UBA6	1349	5210	3649	2906	9928	3910
UBA7	349	2427	2953	1792	2638	1911
UBAC1	643	1682	713	1070	1009	1486
UBAC2	1625	1202	2142	3919	2716	3452
UBAP1	1699	3290	2472	2186	2247	897
UBAP2L	11410	8066	4707	6677	7862	5779
UBAP2	2084	2558	1340	1425	1549	765
UBASH3A	0	0	0	0	1	0
UBASH3B	1963	6087	838	396	3489	868
UBB	12696	24266	9113	16168	13660	14739
UBC	20387	9272	22348	18994	13814	12185
UBD	6	4	3	16	281	1
UBE2A	5305	5187	4820	3046	3429	3274
UBE2B	3233	2206	1839	2928	1256	1699
UBE2CBP	109	185	120	125	158	82
UBE2C	5461	1494	785	2500	1446	2601
UBE2D1	1918	2151	888	853	632	732
UBE2D2	4422	4601	3289	4180	2422	3125
UBE2D3	8393	13274	13562	9686	8288	7710
UBE2D4	737	501	412	814	406	388
UBE2DNL	0	0	0	0	0	0
UBE2E1	2285	3777	3297	1873	1790	1873
UBE2E2	587	1097	883	943	753	725
UBE2E3	2379	2865	3919	2217	3404	3104
UBE2F	870	1087	1743	1052	747	700
UBE2G1	2508	2689	2394	2998	2463	2474
UBE2G2	2682	4920	2576	2356	1830	1757
UBE2H	6124	6943	12090	23408	8658	7883
UBE2I	6124	4454	4179	4311	3891	5112
UBE2J1	6602	4870	2024	2214	2436	2818
UBE2J2	1909	2081	2514	1558	1714	1409
UBE2K	2865	6110	4052	3058	2733	2574
UBE2L3	4125	4919	4337	1920	3831	3412
UBE2L6	1963	9055	3151	2427	2290	1921
UBE2MP1	7	8	1	2	3	3
UBE2M	4793	2898	2846	1732	2259	2266
UBE2NL	0	0	0	0	0	0
UBE2N	5117	2545	3608	3110	2467	2384
UBE2O	2465	2094	1115	1211	1268	1020
UBE2Q1	4634	1817	3155	2477	3807	1989
UBE2Q2P1	8	22	15	23	37	80
UBE2Q2	1822	1657	1736	1727	2237	2281
UBE2QL1	0	0	0	9	63	1
UBE2R2	4210	3922	2651	3921	3418	1634
UBE2S	9941	4085	2990	2301	4095	4030
UBE2T	1575	1758	670	565	1057	958
UBE2U	0	0	0	0	5	0
UBE2V1	8727	9024	5778	9763	5044	4681
UBE2V2	2015	3700	2724	1619	2092	1393
UBE2W	1947	2475	1480	1758	1521	1355
UBE2Z	8391	10570	4645	9197	9461	9204
UBE3A	2916	2686	3110	3709	3420	3756
UBE3B	2773	1637	2233	3922	3179	2701
UBE3C	5955	4310	5041	5546	4648	4479
UBE4A	2147	4605	3126	3602	3992	2960
UBE4B	2301	3042	2351	3240	3523	3708
UBFD1	5718	2996	4251	4829	6083	4755
UBIAD1	2637	1535	912	856	704	648
UBL3	1940	872	3391	3522	1364	2397
UBL4A	1033	2163	1351	1447	1892	1739
UBL4B	0	1	0	0	0	0
UBL5	4501	3543	3351	2768	2881	2195
UBL7	1520	1426	953	1434	1046	1299
UBLCP1	2274	3116	2758	3040	1497	1142
UBN1	3276	2829	3644	3366	2387	2434
UBN2	577	444	638	1712	730	842
UBOX5	348	355	304	835	480	464
UBP1	2539	4086	4475	2705	2606	2330
UBQLN1	8932	7753	4902	6392	3455	5511
UBQLN2	3147	3009	2949	1980	2509	2340
UBQLN3	0	0	0	0	0	0
UBQLN4	4545	4146	2249	2221	3405	2238
UBQLNL	7	26	3	10	8	14
UBR1	1543	2300	1576	1676	1701	1306
UBR2	2078	1041	1415	2235	1568	1766
UBR3	2617	1161	1645	1613	2170	1746
UBR4	9035	6180	6951	6789	6255	6363
UBR5	3106	5417	4934	5293	4249	5561
UBR7	2873	5066	1818	1965	1324	2522
UBTD1	1363	840	1242	805	707	800
UBTD2	1489	2326	1318	2312	1611	1493
UBTFL1	0	0	0	0	0	0
UBTF	4127	5654	4091	6951	3851	4225
UBXN10	2	0	2	63	2	8
UBXN11	206	549	233	362	203	398
UBXN1	1170	3187	2005	2846	2617	2627
